"Reporter","Partner","Product.categories","Indicator.Type","Indicator","X2018","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006","X2005","X2004","X2003","X2002","X2001","X2000","X1999","X1998","X1997","X1996","X1995","X1994","X1993","X1992","X1991","X1990","X1989","X1988"
"China","World","Capital goods","Export","Export(US$ Mil)","0.0841442763536371","0.0600135064711433","-0.0926968183362224","-0.00908955635556135","0.0139550880207956","0.0493919283211773","0.0517598721234581","0.0712200547910033","0.214011182024207","-0.12211310783189","0.0897635157982885","0.177317440231789","0.22228929885054","0.235969561769736","0.308852023077521","0.39958780759299","0.305303579198469","0.133880024760098","0.342497070517938","0.185393117755279","0.161557045747778","0.228836381816888","0.0969629100824482","0.286292736716901","0.211038067287301","0.0337446013330819",NA,NA,NA,NA,NA
"China","World","Chemicals","Export","Export(US$ Mil)","0.149269764535163","0.103951366919998","-0.0779489867638106","-0.0304425265843641","0.105334461307677","0.0122423482250572","-0.0507471666623995","0.180880739253425","0.260467972042872","-0.240363290317497","0.2229975718102","0.227910463137424","0.131378959410223","0.221154906755541","0.215503326295558","0.211448755591525","0.126885028324775","0.074501494053359","0.131084579045158","0.0485011081044693","0.0362181698076976","0.0926066320891602","-0.0631952080027131","0.250479027947568","0.0840191543710695","-0.0769425891048133",NA,NA,NA,NA,NA
"China","World","Consumer goods","Export","Export(US$ Mil)","0.0417441757356805","0.0107135507982662","-0.0998048670999138","-0.0490694802120798","0.0769288650102073","0.0659658159612311","0.088638828235487","0.117369470817454","0.173700468521091","-0.123009072655536","0.0455925216023489","0.124498749968571","0.172078261456761","0.195674875526359","0.155320498003357","0.190921308269424","0.153168770393869","0.00961448488163492","0.174962477465733","0.0503452635850082","0.0202390437171389","0.172679816262392","-0.0433066473948359","0.0082394061753616","0.0517186913216543","-0.0122696338495742",NA,NA,NA,NA,NA
"China","World","Food Products","Export","Export(US$ Mil)","0.068802733174632","0.0401271251275989","0.0117300500770477","-0.0391952027465245","0.0251824313203399","0.00195967504231745","0.0961658816425399","0.150544945365808","0.12564889564548","-0.128204205976713","0.0250116281033433","0.102355106639948","0.170734026753331","0.13532030448392","0.137511755433446","0.109285499880801","0.139855211735741","0.094091456109764","0.156883846149295","0.0224576801974403","-0.0740608173890051","-0.102366677833366","0.0294264324350512","0.0590516645262254","-0.126782042451082","-0.0496720160605784",NA,NA,NA,NA,NA
"China","World","Fuels","Export","Export(US$ Mil)","0.246892233765609","0.237202922941802","-0.0482893735720611","-0.211424410478504","0.011238935465058","0.0644922197056384","-0.0628263247951314","0.112937038233849","0.202411227687977","-0.441761895352202","0.344908226736223","0.0865325697201627","-0.0301972957586504","0.158103495712431","0.197336765289322","0.250082908469315","-0.00240440815530137","0.0473640632604765","0.502051484749799","-0.0924151829612376","-0.291105490472851","0.147625106033908","0.0435568115106575","0.142198489738998","-0.196999054773708","-0.27436776674584",NA,NA,NA,NA,NA
"China","World","Intermediate goods","Export","Export(US$ Mil)","0.0918892081911189","0.0380384823990796","-0.0882964568922914","-0.0423899687197034","0.0903918811142373","0.0443016855330768","-0.00651285732024869","0.187970704025338","0.266463587789736","-0.413404731993662","0.147601909079799","0.189853411170416","0.254049567374193","0.192558832405781","0.312003099732866","0.234779736159796","0.15006941680451","0.00708922061631844","0.215112050131219","0.00865506830762059","-0.0664275023459131","0.167602398772732","-0.182234365928522","0.213380164169625","0.174035942770476","-0.128637441852737",NA,NA,NA,NA,NA
"China","World","Mach and Elec","Export","Export(US$ Mil)","0.079858710446012","0.0529520807958142","-0.0773667994005297","-0.0142838699161638","0.0204538819788904","0.068495539412335","0.0528549759001542","0.0573088783997164","0.196258544663591","-0.126420964223377","0.0688053205311844","0.170048285287041","0.212871817877617","0.223734186403358","0.295890170974782","0.370807128666638","0.305657759964252","0.132116318129484","0.315594072337861","0.190239813570188","0.139705675387889","0.192484506012344","0.0528567839586119","0.21074426436513","0.16167394649048","0.0448243489581396",NA,NA,NA,NA,NA
"China","World","Metals","Export","Export(US$ Mil)","0.0918684956807765","0.0289862197101899","-0.144932989447968","-0.0432545727945698","0.15860150445147","0.0240291295474266","0.00514894428172869","0.190747766620375","0.296098332048414","-0.622657572310606","0.143910231546331","0.23012689248666","0.363136157771659","0.227989064060988","0.487384146043855","0.258382767342133","0.155007474888401","-0.0516169878504049","0.257575623552093","0.00881288575090388","-0.0493018343797355","0.23669242499279","-0.213130125685328","0.441810524618457","0.193002393185675","-0.115588177384936",NA,NA,NA,NA,NA
"China","World","Plastic or Rubber","Export","Export(US$ Mil)","0.0926984813637406","0.0739173009925688","-0.0697475365811625","-0.0496445064967015","0.0545995878937763","0.0719877776169555","0.130192011710454","0.212875803446247","0.255522542285698","-0.13830594843551","0.0461910973937835","0.141338523691057","0.202614380411204","0.281741351528059","0.232278403726755","0.197310467732423","0.180504652121948","0.0254695137684735","0.212137315058433","0.0328476231102213","0.0711854394358156","0.255701599737566","-0.0308792455561999","0.186873794982001","0.164317229063308","0.0423753556184378",NA,NA,NA,NA,NA
"China","World","Raw materials","Export","Export(US$ Mil)","-0.0178650076679605","0.038392543982784","-0.00472427155396152","-0.00386738998061388","0.0310867743958854","-0.00529275448878268","-0.049569410183342","0.0885658869638385","0.15161224788426","-0.193164490257884","0.100798756921711","0.0182337402098436","-0.0334819407289759","0.183512680084577","0.00847756702708174","0.149487901793311","0.0423437654985478","0.0119342260633974","0.247817309096993","-0.0451379170450576","-0.182931097060756","0.0561606120392016","-0.0614713543240809","-0.0927278885987577","-0.0338633126210874","-0.207862423009751",NA,NA,NA,NA,NA
