"","data_id","country_id","country_indicator_id","data_time","data_value"
"5714",5714,30,6,2001-03-22,4897
"5715",5715,30,7,2001-03-22,NA
"5716",5716,30,8,2001-03-22,8626.85
"5717",5717,30,9,2001-03-22,24430
"5718",5718,30,10,2001-03-22,0.08
"5719",5719,30,11,2001-03-22,24.16
"5720",5720,30,12,2001-03-22,139.58
"5721",5721,30,13,2001-03-22,3.65
"5722",5722,30,14,2001-03-22,NA
"5723",5723,30,2,2000-03-22,236204.53
"5724",5724,30,3,2000-03-22,212
"5725",5725,30,4,2000-03-22,4797
"5726",5726,30,5,2000-03-22,201
"5727",5727,30,6,2000-03-22,4908
"5728",5728,30,7,2000-03-22,NA
"5729",5729,30,8,2000-03-22,6766.45
"5730",5730,30,9,2000-03-22,25860
"5731",5731,30,10,2000-03-22,0.08
"5732",5732,30,11,2000-03-22,23.42
"5733",5733,30,12,2000-03-22,142.23
"5734",5734,30,13,2000-03-22,2.86
"5735",5735,30,14,2000-03-22,NA
"5736",5736,30,2,1999-03-22,258158.53
"5737",5737,30,3,1999-03-22,209
"5738",5738,30,4,1999-03-22,4796
"5739",5739,30,5,1999-03-22,194
"5740",5740,30,6,1999-03-22,4915
"5741",5741,30,7,1999-03-22,NA
"5742",5742,30,8,1999-03-22,10213.08
"5743",5743,30,9,1999-03-22,25980
"5744",5744,30,10,1999-03-22,0.08
"5745",5745,30,11,1999-03-22,21.42
"5746",5746,30,12,1999-03-22,125.17
"5747",5747,30,13,1999-03-22,3.96
"5748",5748,30,14,1999-03-22,NA
"5749",5749,30,2,1998-03-22,258528.34
"5750",5750,30,3,1998-03-22,NA
"5751",5751,30,4,1998-03-22,NA
"5752",5752,30,5,1998-03-22,NA
"5753",5753,30,6,1998-03-22,NA
"5754",5754,30,7,1998-03-22,NA
"5755",5755,30,8,1998-03-22,9409.31
"5756",5756,30,9,1998-03-22,26530
"5757",5757,30,10,1998-03-22,NA
"5758",5758,30,11,1998-03-22,NA
"5759",5759,30,12,1998-03-22,124.71
"5760",5760,30,13,1998-03-22,3.64
"5761",5761,30,14,1998-03-22,NA
"5762",5762,30,2,1997-03-22,252708.05
"5763",5763,30,3,1997-03-22,NA
"5764",5764,30,4,1997-03-22,NA
"5765",5765,30,5,1997-03-22,NA
"5766",5766,30,6,1997-03-22,NA
"5767",5767,30,7,1997-03-22,NA
"5768",5768,30,8,1997-03-22,9815.74
"5769",5769,30,9,1997-03-22,28450
"5770",5770,30,10,1997-03-22,NA
"5771",5771,30,11,1997-03-22,NA
"5772",5772,30,12,1997-03-22,125.69
"5773",5773,30,13,1997-03-22,3.88
"5774",5774,30,14,1997-03-22,NA
"5775",5775,30,2,1996-03-22,279201.43
"5776",5776,30,3,1996-03-22,NA
"5777",5777,30,4,1996-03-22,NA
"5778",5778,30,5,1996-03-22,NA
"5779",5779,30,6,1996-03-22,NA
"5780",5780,30,7,1996-03-22,NA
"5781",5781,30,8,1996-03-22,8856.29
"5782",5782,30,9,1996-03-22,28550
"5783",5783,30,10,1996-03-22,NA
"5784",5784,30,11,1996-03-22,NA
"5785",5785,30,12,1996-03-22,119.21
"5786",5786,30,13,1996-03-22,3.17
"5787",5787,30,14,1996-03-22,NA
"5788",5788,30,2,1995-03-22,288025.59
"5789",5789,30,3,1995-03-22,NA
"5790",5790,30,4,1995-03-22,NA
"5791",5791,30,5,1995-03-22,NA
"5792",5792,30,6,1995-03-22,NA
"5793",5793,30,7,1995-03-22,NA
"5794",5794,30,8,1995-03-22,11089.49
"5795",5795,30,9,1995-03-22,27070
"5796",5796,30,10,1995-03-22,NA
"5797",5797,30,11,1995-03-22,NA
"5798",5798,30,12,1995-03-22,116.38
"5799",5799,30,13,1995-03-22,3.85
"5800",5800,30,14,1995-03-22,NA
"5801",5801,30,2,1994-03-22,244884.13
"5802",5802,30,3,1994-03-22,NA
"5803",5803,30,4,1994-03-22,NA
"5804",5804,30,5,1994-03-22,NA
"5805",5805,30,6,1994-03-22,NA
"5806",5806,30,7,1994-03-22,NA
"5807",5807,30,8,1994-03-22,8858.97
"5808",5808,30,9,1994-03-22,25090
"5809",5809,30,10,1994-03-22,NA
"5810",5810,30,11,1994-03-22,NA
"5811",5811,30,12,1994-03-22,113.23
"5812",5812,30,13,1994-03-22,3.62
"5813",5813,30,14,1994-03-22,NA
"5814",5814,30,2,1993-03-22,224721.8
"5815",5815,30,3,1993-03-22,NA
"5816",5816,30,4,1993-03-22,NA
"5817",5817,30,5,1993-03-22,NA
"5818",5818,30,6,1993-03-22,NA
"5819",5819,30,7,1993-03-22,NA
"5820",5820,30,8,1993-03-22,7197.27
"5821",5821,30,9,1993-03-22,23410
"5822",5822,30,10,1993-03-22,NA
"5823",5823,30,11,1993-03-22,NA
"5824",5824,30,12,1993-03-22,109.01
"5825",5825,30,13,1993-03-22,3.2
"5826",5826,30,14,1993-03-22,NA
"5827",5827,30,2,1992-03-22,234781.65
"5828",5828,30,3,1992-03-22,NA
"5829",5829,30,4,1992-03-22,NA
"5830",5830,30,5,1992-03-22,NA
"5831",5831,30,6,1992-03-22,NA
"5832",5832,30,7,1992-03-22,NA
"5833",5833,30,8,1992-03-22,5983.58
"5834",5834,30,9,1992-03-22,23170
"5835",5835,30,10,1992-03-22,NA
"5836",5836,30,11,1992-03-22,NA
"5837",5837,30,12,1992-03-22,115.07
"5838",5838,30,13,1992-03-22,2.55
"5839",5839,30,14,1992-03-22,NA
"5840",5840,30,2,1991-03-22,210511
"5841",5841,30,3,1991-03-22,NA
"5842",5842,30,4,1991-03-22,NA
"5843",5843,30,5,1991-03-22,NA
"5844",5844,30,6,1991-03-22,NA
"5845",5845,30,7,1991-03-22,NA
"5846",5846,30,8,1991-03-22,3934.81
"5847",5847,30,9,1991-03-22,20580
"5848",5848,30,10,1991-03-22,NA
"5849",5849,30,11,1991-03-22,NA
"5850",5850,30,12,1991-03-22,118.59
"5851",5851,30,13,1991-03-22,1.87
"5852",5852,30,14,1991-03-22,NA
"5853",5853,30,2,1990-03-22,205331.75
"5854",5854,30,3,1990-03-22,NA
"5855",5855,30,4,1990-03-22,NA
"5856",5856,30,5,1990-03-22,NA
"5857",5857,30,6,1990-03-22,NA
"5858",5858,30,7,1990-03-22,NA
"5859",5859,30,8,1990-03-22,3612.88
"5860",5860,30,9,1990-03-22,19310
"5861",5861,30,10,1990-03-22,NA
"5862",5862,30,11,1990-03-22,NA
"5863",5863,30,12,1990-03-22,121.47
"5864",5864,30,13,1990-03-22,1.76
"5865",5865,30,14,1990-03-22,NA
"5866",5866,30,2,1989-03-22,164221.06
"5867",5867,30,3,1989-03-22,NA
"5868",5868,30,4,1989-03-22,NA
"5869",5869,30,5,1989-03-22,NA
"5870",5870,30,6,1989-03-22,NA
"5871",5871,30,7,1989-03-22,NA
"5872",5872,30,8,1989-03-22,3607.22
"5873",5873,30,9,1989-03-22,18030
"5874",5874,30,10,1989-03-22,NA
"5875",5875,30,11,1989-03-22,NA
"5876",5876,30,12,1989-03-22,124.94
"5877",5877,30,13,1989-03-22,2.2
"5878",5878,30,14,1989-03-22,NA
"5879",5879,30,2,1988-03-22,162299.1
"5880",5880,30,3,1988-03-22,NA
"5881",5881,30,4,1988-03-22,NA
"5882",5882,30,5,1988-03-22,NA
"5883",5883,30,6,1988-03-22,NA
"5884",5884,30,7,1988-03-22,NA
"5885",5885,30,8,1988-03-22,3884.17
"5886",5886,30,9,1988-03-22,17010
"5887",5887,30,10,1988-03-22,NA
"5888",5888,30,11,1988-03-22,NA
"5889",5889,30,12,1988-03-22,116.42
"5890",5890,30,13,1988-03-22,2.39
"5891",5891,30,14,1988-03-22,NA
"5892",5892,110,2,2018-03-22,10354.27
"5893",5893,110,3,2018-03-22,106
"5894",5894,110,4,2018-03-22,678
"5895",5895,110,5,2018-03-22,137
"5896",5896,110,6,2018-03-22,2800
"5897",5897,110,7,2018-03-22,2
"5898",5898,110,8,2018-03-22,-911.91
"5899",5899,110,9,2018-03-22,870
"5900",5900,110,10,2018-03-22,0.24
"5901",5901,110,11,2018-03-22,1.37
"5902",5902,110,12,2018-03-22,79.57
"5903",5903,110,13,2018-03-22,-8.81
"5904",5904,110,14,2018-03-22,NA
"5905",5905,110,2,2017-03-22,9269.59
"5906",5906,110,3,2017-03-22,107
"5907",5907,110,4,2017-03-22,712
"5908",5908,110,5,2017-03-22,144
"5909",5909,110,6,2017-03-22,2656
"5910",5910,110,7,2017-03-22,2
"5911",5911,110,8,2017-03-22,-1205.45
"5912",5912,110,9,2017-03-22,800
"5913",5913,110,10,2017-03-22,0.16
"5914",5914,110,11,2017-03-22,1.42
"5915",5915,110,12,2017-03-22,67.58
"5916",5916,110,13,2017-03-22,-13
"5917",5917,110,14,2017-03-22,9.88
"5918",5918,110,2,2016-03-22,8578.98
"5919",5919,110,3,2016-03-22,96
"5920",5920,110,4,2016-03-22,688
"5921",5921,110,5,2016-03-22,154
"5922",5922,110,6,2016-03-22,2654
"5923",5923,110,7,2016-03-22,2
"5924",5924,110,8,2016-03-22,-981.01
"5925",5925,110,9,2016-03-22,820
"5926",5926,110,10,2016-03-22,0.15
"5927",5927,110,11,2016-03-22,1.45
"5928",5928,110,12,2016-03-22,61.09
"5929",5929,110,13,2016-03-22,-11.43
"5930",5930,110,14,2016-03-22,11.88
"5931",5931,110,2,2015-03-22,8294.49
"5932",5932,110,3,2015-03-22,97
"5933",5933,110,4,2015-03-22,592
"5934",5934,110,5,2015-03-22,152
"5935",5935,110,6,2015-03-22,2682
"5936",5936,110,7,2015-03-22,2
"5937",5937,110,8,2015-03-22,-822.67
"5938",5938,110,9,2015-03-22,860
"5939",5939,110,10,2015-03-22,0.13
"5940",5940,110,11,2015-03-22,1.39
"5941",5941,110,12,2015-03-22,58.8
"5942",5942,110,13,2015-03-22,-9.92
"5943",5943,110,14,2015-03-22,12.3
"5944",5944,110,2,2014-03-22,9720.36
"5945",5945,110,3,2014-03-22,100
"5946",5946,110,4,2014-03-22,698
"5947",5947,110,5,2014-03-22,163
"5948",5948,110,6,2014-03-22,2643
"5949",5949,110,7,2014-03-22,8
"5950",5950,110,8,2014-03-22,-1118.81
"5951",5951,110,9,2014-03-22,930
"5952",5952,110,10,2014-03-22,0.17
"5953",5953,110,11,2014-03-22,1.4
"5954",5954,110,12,2014-03-22,74.18
"5955",5955,110,13,2014-03-22,-11.51
"5956",5956,110,14,2014-03-22,14.03
"5957",5957,110,2,2013-03-22,9159.96
"5958",5958,110,3,2013-03-22,98
"5959",5959,110,4,2013-03-22,492
"5960",5960,110,5,2013-03-22,167
"5961",5961,110,6,2013-03-22,2583
"5962",5962,110,7,2013-03-22,8
"5963",5963,110,8,2013-03-22,-858.63
"5964",5964,110,9,2013-03-22,890
"5965",5965,110,10,2013-03-22,0.1
"5966",5966,110,11,2013-03-22,1.43
"5967",5967,110,12,2013-03-22,63.89
"5968",5968,110,13,2013-03-22,-9.37
"5969",5969,110,14,2013-03-22,13.92
"5970",5970,110,2,2012-03-22,8152.09
"5971",5971,110,3,2012-03-22,84
"5972",5972,110,4,2012-03-22,447
"5973",5973,110,5,2012-03-22,158
"5974",5974,110,6,2012-03-22,2550
"5975",5975,110,7,2012-03-22,8
"5976",5976,110,8,2012-03-22,-710.65
"5977",5977,110,9,2012-03-22,820
"5978",5978,110,10,2012-03-22,0.12
"5979",5979,110,11,2012-03-22,1.4
"5980",5980,110,12,2012-03-22,54.75
"5981",5981,110,13,2012-03-22,-8.72
"5982",5982,110,14,2012-03-22,12.5
"5983",5983,110,2,2011-03-22,7824.32
"5984",5984,110,3,2011-03-22,78
"5985",5985,110,4,2011-03-22,465
"5986",5986,110,5,2011-03-22,138
"5987",5987,110,6,2011-03-22,2537
"5988",5988,110,7,2011-03-22,8
"5989",5989,110,8,2011-03-22,-643.37
"5990",5990,110,9,2011-03-22,800
"5991",5991,110,10,2011-03-22,0.09
"5992",5992,110,11,2011-03-22,1.43
"5993",5993,110,12,2011-03-22,50.67
"5994",5994,110,13,2011-03-22,-8.22
"5995",5995,110,14,2011-03-22,11.69
"5996",5996,110,2,2010-03-22,6977.04
"5997",5997,110,3,2010-03-22,72
"5998",5998,110,4,2010-03-22,418
"5999",5999,110,5,2010-03-22,143
"6000",6000,110,6,2010-03-22,2615
"6001",6001,110,7,2010-03-22,2
"6002",6002,110,8,2010-03-22,-632.43
"6003",6003,110,9,2010-03-22,790
"6004",6004,110,10,2010-03-22,0.14
"6005",6005,110,11,2010-03-22,1.42
"6006",6006,110,12,2010-03-22,56.64
"6007",6007,110,13,2010-03-22,-9.06
"6008",6008,110,14,2010-03-22,12.77
"6009",6009,110,2,2009-03-22,7097.2
"6010",6010,110,3,2009-03-22,73
"6011",6011,110,4,2009-03-22,501
"6012",6012,110,5,2009-03-22,130
"6013",6013,110,6,2009-03-22,2637
"6014",6014,110,7,2009-03-22,2
"6015",6015,110,8,2009-03-22,-788.03
"6016",6016,110,9,2009-03-22,790
"6017",6017,110,10,2009-03-22,0.12
"6018",6018,110,11,2009-03-22,1.44
"6019",6019,110,12,2009-03-22,51.85
"6020",6020,110,13,2009-03-22,-11.1
"6021",6021,110,14,2009-03-22,10.1
"6022",6022,110,2,2008-03-22,7132.79
"6023",6023,110,3,2008-03-22,87
"6024",6024,110,4,2008-03-22,396
"6025",6025,110,5,2008-03-22,149
"6026",6026,110,6,2008-03-22,2692
"6027",6027,110,7,2008-03-22,4
"6028",6028,110,8,2008-03-22,-769.53
"6029",6029,110,9,2008-03-22,750
"6030",6030,110,10,2008-03-22,0.07
"6031",6031,110,11,2008-03-22,1.46
"6032",6032,110,12,2008-03-22,56.5
"6033",6033,110,13,2008-03-22,-10.79
"6034",6034,110,14,2008-03-22,12.03
"6035",6035,110,2,2007-03-22,5969.54
"6036",6036,110,3,2007-03-22,74
"6037",6037,110,4,2007-03-22,345
"6038",6038,110,5,2007-03-22,137
"6039",6039,110,6,2007-03-22,2572
"6040",6040,110,7,2007-03-22,2
"6041",6041,110,8,2007-03-22,-754.07
"6042",6042,110,9,2007-03-22,670
"6043",6043,110,10,2007-03-22,0.14
"6044",6044,110,11,2007-03-22,1.45
"6045",6045,110,12,2007-03-22,57.8
"6046",6046,110,13,2007-03-22,-12.63
"6047",6047,110,14,2007-03-22,13.44
"6048",6048,110,2,2006-03-22,5142.38
"6049",6049,110,3,2006-03-22,77
"6050",6050,110,4,2006-03-22,311
"6051",6051,110,5,2006-03-22,132
"6052",6052,110,6,2006-03-22,2401
"6053",6053,110,7,2006-03-22,2
"6054",6054,110,8,2006-03-22,-503.74
"6055",6055,110,9,2006-03-22,630
"6056",6056,110,10,2006-03-22,0.12
"6057",6057,110,11,2006-03-22,1.38
"6058",6058,110,12,2006-03-22,46.85
"6059",6059,110,13,2006-03-22,-9.8
"6060",6060,110,14,2006-03-22,11.14
"6061",6061,110,2,2005-03-22,4803.7
"6062",6062,110,3,2005-03-22,81
"6063",6063,110,4,2005-03-22,358
"6064",6064,110,5,2005-03-22,122
"6065",6065,110,6,2005-03-22,2433
"6066",6066,110,7,2005-03-22,1
"6067",6067,110,8,2005-03-22,-382.01
"6068",6068,110,9,2005-03-22,600
"6069",6069,110,10,2005-03-22,0.14
"6070",6070,110,11,2005-03-22,1.45
"6071",6071,110,12,2005-03-22,45.82
"6072",6072,110,13,2005-03-22,-7.95
"6073",6073,110,14,2005-03-22,9.89
"6074",6074,110,2,2004-03-22,4521.42
"6075",6075,110,3,2004-03-22,79
"6076",6076,110,4,2004-03-22,291
"6077",6077,110,5,2004-03-22,131
"6078",6078,110,6,2004-03-22,2542
"6079",6079,110,7,2004-03-22,1
"6080",6080,110,8,2004-03-22,-394.86
"6081",6081,110,9,2004-03-22,530
"6082",6082,110,10,2004-03-22,0.12
"6083",6083,110,11,2004-03-22,1.41
"6084",6084,110,12,2004-03-22,46.37
"6085",6085,110,13,2004-03-22,-8.73
"6086",6086,110,14,2004-03-22,11.17
"6087",6087,110,2,2003-03-22,3905.37
"6088",6088,110,3,2003-03-22,86
"6089",6089,110,4,2003-03-22,374
"6090",6090,110,5,2003-03-22,129
"6091",6091,110,6,2003-03-22,2593
"6092",6092,110,7,2003-03-22,1
"6093",6093,110,8,2003-03-22,-419.99
"6094",6094,110,9,2003-03-22,440
"6095",6095,110,10,2003-03-22,0.09
"6096",6096,110,11,2003-03-22,1.41
"6097",6097,110,12,2003-03-22,48.72
"6098",6098,110,13,2003-03-22,-10.75
"6099",6099,110,14,2003-03-22,10.92
"6100",6100,110,2,2002-03-22,3054.57
"6101",6101,110,3,2002-03-22,85
"6102",6102,110,4,2002-03-22,354
"6103",6103,110,5,2002-03-22,121
"6104",6104,110,6,2002-03-22,2630
"6105",6105,110,7,2002-03-22,1
"6106",6106,110,8,2002-03-22,-339.32
"6107",6107,110,9,2002-03-22,390
"6108",6108,110,10,2002-03-22,0.07
"6109",6109,110,11,2002-03-22,1.43
"6110",6110,110,12,2002-03-22,51.48
"6111",6111,110,13,2002-03-22,-11.11
"6112",6112,110,14,2002-03-22,11.85
"6113",6113,110,2,2001-03-22,2680.21
"6114",6114,110,3,2001-03-22,75
"6115",6115,110,4,2001-03-22,337
"6116",6116,110,5,2001-03-22,135
"6117",6117,110,6,2001-03-22,2551
"6118",6118,110,7,2001-03-22,1
"6119",6119,110,8,2001-03-22,-444.31
"6120",6120,110,9,2001-03-22,390
"6121",6121,110,10,2001-03-22,0.23
"6122",6122,110,11,2001-03-22,1.45
"6123",6123,110,12,2001-03-22,57.28
"6124",6124,110,13,2001-03-22,-16.58
"6125",6125,110,14,2001-03-22,12.66
"6126",6126,110,2,2000-03-22,2569.19
"6127",6127,110,3,2000-03-22,71
"6128",6128,110,4,2000-03-22,302
"6129",6129,110,5,2000-03-22,130
"6130",6130,110,6,2000-03-22,2371
"6131",6131,110,7,2000-03-22,NA
"6132",6132,110,8,2000-03-22,-352.26
"6133",6133,110,9,2000-03-22,390
"6134",6134,110,10,2000-03-22,0.08
"6135",6135,110,11,2000-03-22,1.49
"6136",6136,110,12,2000-03-22,55.99
"6137",6137,110,13,2000-03-22,-13.71
"6138",6138,110,14,2000-03-22,12.81
"6139",6139,110,2,1999-03-22,2689.79
"6140",6140,110,3,1999-03-22,68
"6141",6141,110,4,1999-03-22,386
"6142",6142,110,5,1999-03-22,125
"6143",6143,110,6,1999-03-22,2789
"6144",6144,110,7,1999-03-22,NA
"6145",6145,110,8,1999-03-22,-465.16
"6146",6146,110,9,1999-03-22,380
"6147",6147,110,10,1999-03-22,0.1
"6148",6148,110,11,1999-03-22,1.49
"6149",6149,110,12,1999-03-22,64.67
"6150",6150,110,13,1999-03-22,-17.29
"6151",6151,110,14,1999-03-22,14.67
"6152",6152,110,2,1998-03-22,2455.09
"6153",6153,110,3,1998-03-22,87
"6154",6154,110,4,1998-03-22,405
"6155",6155,110,5,1998-03-22,121
"6156",6156,110,6,1998-03-22,2458
"6157",6157,110,7,1998-03-22,NA
"6158",6158,110,8,1998-03-22,-132.77
"6159",6159,110,9,1998-03-22,370
"6160",6160,110,10,1998-03-22,0.12
"6161",6161,110,11,1998-03-22,1.53
"6162",6162,110,12,1998-03-22,59.59
"6163",6163,110,13,1998-03-22,-5.41
"6164",6164,110,14,1998-03-22,13.6
"6165",6165,110,2,1997-03-22,2268.3
"6166",6166,110,3,1997-03-22,NA
"6167",6167,110,4,1997-03-22,NA
"6168",6168,110,5,1997-03-22,NA
"6169",6169,110,6,1997-03-22,NA
"6170",6170,110,7,1997-03-22,NA
"6171",6171,110,8,1997-03-22,-98.88
"6172",6172,110,9,1997-03-22,380
"6173",6173,110,10,1997-03-22,NA
"6174",6174,110,11,1997-03-22,NA
"6175",6175,110,12,1997-03-22,58.71
"6176",6176,110,13,1997-03-22,-4.36
"6177",6177,110,14,1997-03-22,12.71
"6178",6178,110,2,1996-03-22,2361.12
"6179",6179,110,3,1996-03-22,NA
"6180",6180,110,4,1996-03-22,NA
"6181",6181,110,5,1996-03-22,NA
"6182",6182,110,6,1996-03-22,NA
"6183",6183,110,7,1996-03-22,NA
"6184",6184,110,8,1996-03-22,-83.12
"6185",6185,110,9,1996-03-22,350
"6186",6186,110,10,1996-03-22,NA
"6187",6187,110,11,1996-03-22,NA
"6188",6188,110,12,1996-03-22,56.52
"6189",6189,110,13,1996-03-22,-3.52
"6190",6190,110,14,1996-03-22,13.22
"6191",6191,110,2,1995-03-22,2169.63
"6192",6192,110,3,1995-03-22,NA
"6193",6193,110,4,1995-03-22,NA
"6194",6194,110,5,1995-03-22,NA
"6195",6195,110,6,1995-03-22,NA
"6196",6196,110,7,1995-03-22,NA
"6197",6197,110,8,1995-03-22,-196.62
"6198",6198,110,9,1995-03-22,360
"6199",6199,110,10,1995-03-22,NA
"6200",6200,110,11,1995-03-22,NA
"6201",6201,110,12,1995-03-22,63.8
"6202",6202,110,13,1995-03-22,-9.06
"6203",6203,110,14,1995-03-22,21.5
"6204",6204,110,2,1994-03-22,1598.08
"6205",6205,110,3,1994-03-22,NA
"6206",6206,110,4,1994-03-22,NA
"6207",6207,110,5,1994-03-22,NA
"6208",6208,110,6,1994-03-22,NA
"6209",6209,110,7,1994-03-22,NA
"6210",6210,110,8,1994-03-22,-123.79
"6211",6211,110,9,1994-03-22,330
"6212",6212,110,10,1994-03-22,NA
"6213",6213,110,11,1994-03-22,NA
"6214",6214,110,12,1994-03-22,64.4
"6215",6215,110,13,1994-03-22,-7.75
"6216",6216,110,14,1994-03-22,20.25
"6217",6217,110,2,1993-03-22,2274.56
"6218",6218,110,3,1993-03-22,NA
"6219",6219,110,4,1993-03-22,NA
"6220",6220,110,5,1993-03-22,NA
"6221",6221,110,6,1993-03-22,NA
"6222",6222,110,7,1993-03-22,NA
"6223",6223,110,8,1993-03-22,-237.76
"6224",6224,110,9,1993-03-22,380
"6225",6225,110,10,1993-03-22,NA
"6226",6226,110,11,1993-03-22,NA
"6227",6227,110,12,1993-03-22,55.38
"6228",6228,110,13,1993-03-22,-10.45
"6229",6229,110,14,1993-03-22,14.14
"6230",6230,110,2,1992-03-22,1695.32
"6231",6231,110,3,1992-03-22,NA
"6232",6232,110,4,1992-03-22,NA
"6233",6233,110,5,1992-03-22,NA
"6234",6234,110,6,1992-03-22,NA
"6235",6235,110,7,1992-03-22,NA
"6236",6236,110,8,1992-03-22,-173.98
"6237",6237,110,9,1992-03-22,370
"6238",6238,110,10,1992-03-22,NA
"6239",6239,110,11,1992-03-22,NA
"6240",6240,110,12,1992-03-22,56.74
"6241",6241,110,13,1992-03-22,-10.26
"6242",6242,110,14,1992-03-22,20.19
"6243",6243,110,2,1991-03-22,1986.44
"6244",6244,110,3,1991-03-22,NA
"6245",6245,110,4,1991-03-22,NA
"6246",6246,110,5,1991-03-22,NA
"6247",6247,110,6,1991-03-22,NA
"6248",6248,110,7,1991-03-22,NA
"6249",6249,110,8,1991-03-22,-185.53
"6250",6250,110,9,1991-03-22,380
"6251",6251,110,10,1991-03-22,NA
"6252",6252,110,11,1991-03-22,NA
"6253",6253,110,12,1991-03-22,51.34
"6254",6254,110,13,1991-03-22,-9.34
"6255",6255,110,14,1991-03-22,16.89
"6256",6256,110,2,1990-03-22,1959.97
"6257",6257,110,3,1990-03-22,NA
"6258",6258,110,4,1990-03-22,NA
"6259",6259,110,5,1990-03-22,NA
"6260",6260,110,6,1990-03-22,NA
"6261",6261,110,7,1990-03-22,NA
"6262",6262,110,8,1990-03-22,-144.21
"6263",6263,110,9,1990-03-22,370
"6264",6264,110,10,1990-03-22,NA
"6265",6265,110,11,1990-03-22,NA
"6266",6266,110,12,1990-03-22,45.72
"6267",6267,110,13,1990-03-22,-7.36
"6268",6268,110,14,1990-03-22,13.11
"6269",6269,110,2,1989-03-22,1502.29
"6270",6270,110,3,1989-03-22,NA
"6271",6271,110,4,1989-03-22,NA
"6272",6272,110,5,1989-03-22,NA
"6273",6273,110,6,1989-03-22,NA
"6274",6274,110,7,1989-03-22,NA
"6275",6275,110,8,1989-03-22,-169.9
"6276",6276,110,9,1989-03-22,340
"6277",6277,110,10,1989-03-22,NA
"6278",6278,110,11,1989-03-22,NA
"6279",6279,110,12,1989-03-22,38.3
"6280",6280,110,13,1989-03-22,-11.31
"6281",6281,110,14,1989-03-22,14.61
"6282",6282,110,2,1988-03-22,1620.25
"6283",6283,110,3,1988-03-22,NA
"6284",6284,110,4,1988-03-22,NA
"6285",6285,110,5,1988-03-22,NA
"6286",6286,110,6,1988-03-22,NA
"6287",6287,110,7,1988-03-22,NA
"6288",6288,110,8,1988-03-22,-296.17
"6289",6289,110,9,1988-03-22,360
"6290",6290,110,10,1988-03-22,NA
"6291",6291,110,11,1988-03-22,NA
"6292",6292,110,12,1988-03-22,45.89
"6293",6293,110,13,1988-03-22,-18.28
"6294",6294,110,14,1988-03-22,14.87
"6295",6295,119,2,2018-03-22,14124.78
"6296",6296,119,3,2018-03-22,93
"6297",6297,119,4,2018-03-22,830
"6298",6298,119,5,2018-03-22,158
"6299",6299,119,6,2018-03-22,3020
"6300",6300,119,7,2018-03-22,2
"6301",6301,119,8,2018-03-22,-910.65
"6302",6302,119,9,2018-03-22,670
"6303",6303,119,10,2018-03-22,0.35
"6304",6304,119,11,2018-03-22,1.48
"6305",6305,119,12,2018-03-22,68.03
"6306",6306,119,13,2018-03-22,-6.45
"6307",6307,119,14,2018-03-22,NA
"6308",6308,119,2,2017-03-22,12330.34
"6309",6309,119,3,2017-03-22,89
"6310",6310,119,4,2017-03-22,752
"6311",6311,119,5,2017-03-22,155
"6312",6312,119,6,2017-03-22,2927
"6313",6313,119,7,2017-03-22,2
"6314",6314,119,8,2017-03-22,-723.28
"6315",6315,119,9,2017-03-22,590
"6316",6316,119,10,2017-03-22,0.33
"6317",6317,119,11,2017-03-22,1.51
"6318",6318,119,12,2017-03-22,66.57
"6319",6319,119,13,2017-03-22,-5.87
"6320",6320,119,14,2017-03-22,15
"6321",6321,119,2,2016-03-22,10867.02
"6322",6322,119,3,2016-03-22,89
"6323",6323,119,4,2016-03-22,703
"6324",6324,119,5,2016-03-22,148
"6325",6325,119,6,2016-03-22,2850
"6326",6326,119,7,2016-03-22,2
"6327",6327,119,8,2016-03-22,-708.75
"6328",6328,119,9,2016-03-22,600
"6329",6329,119,10,2016-03-22,0.45
"6330",6330,119,11,2016-03-22,1.53
"6331",6331,119,12,2016-03-22,66.43
"6332",6332,119,13,2016-03-22,-6.52
"6333",6333,119,14,2016-03-22,15.47
"6334",6334,119,2,2015-03-22,10419.3
"6335",6335,119,3,2015-03-22,95
"6336",6336,119,4,2015-03-22,687
"6337",6337,119,5,2015-03-22,144
"6338",6338,119,6,2015-03-22,2782
"6339",6339,119,7,2015-03-22,2
"6340",6340,119,8,2015-03-22,-1066.98
"6341",6341,119,9,2015-03-22,630
"6342",6342,119,10,2015-03-22,0.34
"6343",6343,119,11,2015-03-22,1.46
"6344",6344,119,12,2015-03-22,62.33
"6345",6345,119,13,2015-03-22,-10.24
"6346",6346,119,14,2015-03-22,14.94
"6347",6347,119,2,2014-03-22,12377.39
"6348",6348,119,3,2014-03-22,100
"6349",6349,119,4,2014-03-22,737
"6350",6350,119,5,2014-03-22,136
"6351",6351,119,6,2014-03-22,2863
"6352",6352,119,7,2014-03-22,8
"6353",6353,119,8,2014-03-22,-260.14
"6354",6354,119,9,2014-03-22,690
"6355",6355,119,10,2014-03-22,0.4
"6356",6356,119,11,2014-03-22,1.42
"6357",6357,119,12,2014-03-22,46.63
"6358",6358,119,13,2014-03-22,-2.1
"6359",6359,119,14,2014-03-22,14.23
"6360",6360,119,2,2013-03-22,11947.18
"6361",6361,119,3,2013-03-22,90
"6362",6362,119,4,2013-03-22,714
"6363",6363,119,5,2013-03-22,124
"6364",6364,119,6,2013-03-22,2920
"6365",6365,119,7,2013-03-22,8
